AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
CODWR,1002,1993-01-28T00:00:00-07:00,,,ft,106.19,UNKNOWN,Unknown,106.19,4247.65,,UNKNOWN,DWR (Manual)
CODWR,1002,1994-01-13T00:00:00-07:00,,,ft,105.80,UNKNOWN,Unknown,105.80,4248.04,,UNKNOWN,DWR (Manual)
CODWR,1002,1995-01-14T00:00:00-07:00,,,ft,105.63,UNKNOWN,Unknown,105.63,4248.21,,UNKNOWN,DWR (Manual)
CODWR,1002,1995-12-21T00:00:00-07:00,,,ft,105.38,UNKNOWN,Unknown,105.38,4248.46,,UNKNOWN,DWR (Manual)
CODWR,1002,1997-01-14T00:00:00-07:00,,,ft,105.25,UNKNOWN,Unknown,105.25,4248.59,,UNKNOWN,DWR (Manual)
CODWR,1002,1998-01-17T00:00:00-07:00,,,ft,105.15,UNKNOWN,Unknown,105.15,4248.69,,UNKNOWN,DWR (Manual)
CODWR,1002,2000-01-19T00:00:00-07:00,,,ft,106.28,UNKNOWN,Unknown,106.28,4247.56,,UNKNOWN,DWR (Manual)
CODWR,1002,2000-12-28T00:00:00-07:00,,,ft,108.28,UNKNOWN,Unknown,108.28,4245.56,,UNKNOWN,DWR (Manual)
CODWR,1002,2001-12-27T00:00:00-07:00,,,ft,108.97,UNKNOWN,Unknown,108.97,4244.87,,UNKNOWN,DWR (Manual)
CODWR,1002,2002-12-23T00:00:00-07:00,,,ft,110.14,UNKNOWN,Unknown,110.14,4243.70,,UNKNOWN,DWR (Manual)
CODWR,1002,2003-12-29T00:00:00-07:00,,,ft,111.66,UNKNOWN,Unknown,111.66,4242.18,,UNKNOWN,DWR (Manual)
CODWR,1002,2004-12-21T00:00:00-07:00,,,ft,112.30,UNKNOWN,Unknown,112.30,4241.54,,UNKNOWN,DWR (Manual)
CODWR,1002,2007-03-16T00:00:00-06:00,,,ft,112.18,UNKNOWN,Unknown,112.18,4241.66,,UNKNOWN,DWR (Manual)
CODWR,1002,2008-01-08T00:00:00-07:00,,,ft,112.24,UNKNOWN,Unknown,112.24,4241.60,,UNKNOWN,DWR (Manual)
CODWR,1002,2010-02-06T00:00:00-07:00,,,ft,106.20,UNKNOWN,Unknown,106.20,4247.64,,UNKNOWN,DWR (Manual)
CODWR,1002,2011-01-03T00:00:00-07:00,,,ft,106.20,UNKNOWN,Unknown,106.20,4247.64,,UNKNOWN,DWR (Manual)
CODWR,1002,2012-02-06T00:00:00-07:00,,,ft,107.30,UNKNOWN,Unknown,107.30,4246.54,,UNKNOWN,DWR (Manual)
CODWR,1002,2013-02-26T00:00:00-07:00,,,ft,106.70,UNKNOWN,Unknown,106.70,4247.14,,UNKNOWN,DWR (Manual)
CODWR,1002,2014-02-25T00:00:00-07:00,,,ft,106.90,UNKNOWN,Unknown,106.90,4246.94,,UNKNOWN,DWR (Manual)
CODWR,1002,2018-03-31T00:00:00-06:00,,,ft,105.50,UNKNOWN,Unknown,105.50,4248.34,,UNKNOWN,DWR (Manual)
CODWR,1002,2019-03-31T00:00:00-06:00,,,ft,108.20,UNKNOWN,Unknown,108.20,4245.64,,UNKNOWN,DWR (Manual)
CODWR,1002,2020-03-31T00:00:00-06:00,,,ft,103.90,UNKNOWN,Unknown,103.90,4249.94,,UNKNOWN,DWR (Manual)
CODWR,1002,2021-03-30T00:00:00-06:00,,,ft,106.70,UNKNOWN,Unknown,106.70,4247.14,,UNKNOWN,DWR (Manual)
CODWR,1002,2022-03-26T00:00:00-06:00,,,ft,107.30,UNKNOWN,Unknown,107.30,4246.54,,UNKNOWN,DWR (Manual)
CODWR,987,1993-01-26T00:00:00-07:00,,,ft,159.59,UNKNOWN,Unknown,159.59,3714.66,,UNKNOWN,DWR (Manual)
CODWR,987,1994-01-13T00:00:00-07:00,,,ft,162.08,UNKNOWN,Unknown,162.08,3712.17,,UNKNOWN,DWR (Manual)
CODWR,987,1995-01-15T00:00:00-07:00,,,ft,160.84,UNKNOWN,Unknown,160.84,3713.41,,UNKNOWN,DWR (Manual)
CODWR,987,1995-12-20T00:00:00-07:00,,,ft,162.51,UNKNOWN,Unknown,162.51,3711.74,,UNKNOWN,DWR (Manual)
CODWR,987,1997-01-18T00:00:00-07:00,,,ft,162.88,UNKNOWN,Unknown,162.88,3711.37,,UNKNOWN,DWR (Manual)
CODWR,987,1998-01-16T00:00:00-07:00,,,ft,162.25,UNKNOWN,Unknown,162.25,3712.00,,UNKNOWN,DWR (Manual)
CODWR,987,1999-01-21T00:00:00-07:00,,,ft,164.63,UNKNOWN,Unknown,164.63,3709.62,,UNKNOWN,DWR (Manual)
CODWR,987,2000-01-18T00:00:00-07:00,,,ft,165.32,UNKNOWN,Unknown,165.32,3708.93,,UNKNOWN,DWR (Manual)
CODWR,987,2000-12-27T00:00:00-07:00,,,ft,168.77,UNKNOWN,Unknown,168.77,3705.48,,UNKNOWN,DWR (Manual)
CODWR,987,2001-12-26T00:00:00-07:00,,,ft,170.71,UNKNOWN,Unknown,170.71,3703.54,,UNKNOWN,DWR (Manual)
CODWR,987,2002-12-26T00:00:00-07:00,,,ft,174.30,UNKNOWN,Unknown,174.30,3699.95,,UNKNOWN,DWR (Manual)
CODWR,987,2003-12-23T00:00:00-07:00,,,ft,177.40,UNKNOWN,Unknown,177.40,3696.85,,UNKNOWN,DWR (Manual)
CODWR,987,2004-12-20T00:00:00-07:00,,,ft,179.98,UNKNOWN,Unknown,179.98,3694.27,,UNKNOWN,DWR (Manual)
CODWR,987,2006-02-01T00:00:00-07:00,,,ft,180.31,UNKNOWN,Unknown,180.31,3693.94,,UNKNOWN,DWR (Manual)
CODWR,987,2007-04-09T00:00:00-06:00,,,ft,185.85,UNKNOWN,Unknown,185.85,3688.40,,UNKNOWN,DWR (Manual)
CODWR,987,2008-01-09T00:00:00-07:00,,,ft,186.84,UNKNOWN,Unknown,186.84,3687.41,,UNKNOWN,DWR (Manual)
CODWR,987,2009-04-04T00:00:00-06:00,,,ft,188.77,UNKNOWN,Unknown,188.77,3685.48,,UNKNOWN,DWR (Manual)
CODWR,987,2010-02-12T00:00:00-07:00,,,ft,190.20,UNKNOWN,Unknown,190.20,3684.05,,UNKNOWN,DWR (Manual)
CODWR,987,2011-01-03T00:00:00-07:00,,,ft,188.60,UNKNOWN,Unknown,188.60,3685.65,,UNKNOWN,DWR (Manual)
CODWR,987,2012-02-06T00:00:00-07:00,,,ft,187.40,UNKNOWN,Unknown,187.40,3686.85,,UNKNOWN,DWR (Manual)
CODWR,987,2013-02-26T00:00:00-07:00,,,ft,192.40,UNKNOWN,Unknown,192.40,3681.85,,UNKNOWN,DWR (Manual)
CODWR,987,2014-02-25T00:00:00-07:00,,,ft,204.20,UNKNOWN,Unknown,204.20,3670.05,,UNKNOWN,DWR (Manual)
CODWR,987,2014-12-18T00:00:00-07:00,,,ft,204.20,UNKNOWN,Unknown,204.20,3670.05,,UNKNOWN,DWR (Manual)
CODWR,987,2017-04-06T00:00:00-06:00,,,ft,192.90,UNKNOWN,Unknown,192.90,3681.35,,UNKNOWN,DWR (Manual)
CODWR,987,2018-03-27T00:00:00-06:00,,,ft,194.00,UNKNOWN,Unknown,194.00,3680.25,,UNKNOWN,DWR (Manual)
CODWR,987,2019-03-31T00:00:00-06:00,,,ft,192.70,UNKNOWN,Unknown,192.70,3681.55,,UNKNOWN,DWR (Manual)
CODWR,987,2020-03-25T00:00:00-06:00,,,ft,198.00,UNKNOWN,Unknown,198.00,3676.25,,UNKNOWN,DWR (Manual)
CODWR,987,2021-03-29T00:00:00-06:00,,,ft,201.90,UNKNOWN,Unknown,201.90,3672.35,,UNKNOWN,DWR (Manual)
CODWR,987,2022-03-27T00:00:00-06:00,,,ft,202.90,UNKNOWN,Unknown,202.90,3671.35,,UNKNOWN,DWR (Manual)
CODWR,1006,1993-01-26T00:00:00-07:00,,,ft,208.58,UNKNOWN,Unknown,208.58,3770.19,,UNKNOWN,DWR (Manual)
CODWR,1006,1994-01-13T00:00:00-07:00,,,ft,209.76,UNKNOWN,Unknown,209.76,3769.01,,UNKNOWN,DWR (Manual)
CODWR,1006,1995-01-15T00:00:00-07:00,,,ft,208.16,UNKNOWN,Unknown,208.16,3770.61,,UNKNOWN,DWR (Manual)
CODWR,1006,1995-12-21T00:00:00-07:00,,,ft,208.58,UNKNOWN,Unknown,208.58,3770.19,,UNKNOWN,DWR (Manual)
CODWR,1006,1997-01-16T00:00:00-07:00,,,ft,209.32,UNKNOWN,Unknown,209.32,3769.45,,UNKNOWN,DWR (Manual)
CODWR,1006,1998-01-17T00:00:00-07:00,,,ft,208.58,UNKNOWN,Unknown,208.58,3770.19,,UNKNOWN,DWR (Manual)
CODWR,1006,1999-01-21T00:00:00-07:00,,,ft,208.04,UNKNOWN,Unknown,208.04,3770.73,,UNKNOWN,DWR (Manual)
CODWR,1006,2000-01-18T00:00:00-07:00,,,ft,208.63,UNKNOWN,Unknown,208.63,3770.14,,UNKNOWN,DWR (Manual)
CODWR,1006,2000-12-27T00:00:00-07:00,,,ft,208.62,UNKNOWN,Unknown,208.62,3770.15,,UNKNOWN,DWR (Manual)
CODWR,1006,2001-12-26T00:00:00-07:00,,,ft,208.68,UNKNOWN,Unknown,208.68,3770.09,,UNKNOWN,DWR (Manual)
CODWR,1006,2002-12-26T00:00:00-07:00,,,ft,208.81,UNKNOWN,Unknown,208.81,3769.96,,UNKNOWN,DWR (Manual)
CODWR,1006,2003-12-23T00:00:00-07:00,,,ft,208.66,UNKNOWN,Unknown,208.66,3770.11,,UNKNOWN,DWR (Manual)
CODWR,1006,2004-12-20T00:00:00-07:00,,,ft,207.86,UNKNOWN,Unknown,207.86,3770.91,,UNKNOWN,DWR (Manual)
CODWR,1006,2006-02-01T00:00:00-07:00,,,ft,208.39,UNKNOWN,Unknown,208.39,3770.38,,UNKNOWN,DWR (Manual)
CODWR,1006,2007-04-17T00:00:00-06:00,,,ft,209.89,UNKNOWN,Unknown,209.89,3768.88,,UNKNOWN,DWR (Manual)
CODWR,1006,2008-01-26T00:00:00-07:00,,,ft,210.81,UNKNOWN,Unknown,210.81,3767.96,,UNKNOWN,DWR (Manual)
CODWR,1006,2010-02-15T00:00:00-07:00,,,ft,205.56,UNKNOWN,Unknown,205.56,3773.21,,UNKNOWN,DWR (Manual)
CODWR,1006,2011-01-03T00:00:00-07:00,,,ft,205.56,UNKNOWN,Unknown,205.56,3773.21,,UNKNOWN,DWR (Manual)
CODWR,1006,2012-02-06T00:00:00-07:00,,,ft,206.30,UNKNOWN,Unknown,206.30,3772.47,,UNKNOWN,DWR (Manual)
CODWR,1006,2013-02-26T00:00:00-07:00,,,ft,208.76,UNKNOWN,Unknown,208.76,3770.01,,UNKNOWN,DWR (Manual)
CODWR,1006,2014-02-25T00:00:00-07:00,,,ft,208.76,UNKNOWN,Unknown,208.76,3770.01,,UNKNOWN,DWR (Manual)
CODWR,1006,2014-12-18T00:00:00-07:00,,,ft,208.16,UNKNOWN,Unknown,208.16,3770.61,,UNKNOWN,DWR (Manual)
CODWR,1006,2017-03-14T00:00:00-06:00,,,ft,207.46,UNKNOWN,Unknown,207.46,3771.31,,UNKNOWN,DWR (Manual)
CODWR,1006,2018-03-28T00:00:00-06:00,,,ft,206.02,UNKNOWN,Unknown,206.02,3772.75,,UNKNOWN,DWR (Manual)
CODWR,1006,2019-03-31T00:00:00-06:00,,,ft,205.52,UNKNOWN,Unknown,205.52,3773.25,,UNKNOWN,DWR (Manual)
CODWR,1006,2020-03-25T00:00:00-06:00,,,ft,205.72,UNKNOWN,Unknown,205.72,3773.05,,UNKNOWN,DWR (Manual)
CODWR,1006,2021-03-26T00:00:00-06:00,,,ft,204.60,UNKNOWN,Unknown,204.60,3774.17,,UNKNOWN,DWR (Manual)
CODWR,1006,2022-03-28T00:00:00-06:00,,,ft,220.36,UNKNOWN,Unknown,220.36,3758.41,,UNKNOWN,DWR (Manual)
CODWR,149870,2010-02-07T00:00:00-07:00,,,ft,142.80,UNKNOWN,Unknown,142.80,4179,,UNKNOWN,DWR (Manual)
CODWR,149870,2011-01-03T00:00:00-07:00,,,ft,137.00,UNKNOWN,Unknown,137.00,4185,,UNKNOWN,DWR (Manual)
CODWR,149870,2012-02-06T00:00:00-07:00,,,ft,136.10,UNKNOWN,Unknown,136.10,4186,,UNKNOWN,DWR (Manual)
CODWR,149870,2013-02-26T00:00:00-07:00,,,ft,148.60,UNKNOWN,Unknown,148.60,4173,,UNKNOWN,DWR (Manual)
CODWR,149870,2014-02-28T00:00:00-07:00,,,ft,137.20,UNKNOWN,Unknown,137.20,4185,,UNKNOWN,DWR (Manual)
CODWR,149870,2014-12-18T00:00:00-07:00,,,ft,136.70,UNKNOWN,Unknown,136.70,4185,,UNKNOWN,DWR (Manual)
CODWR,149870,2017-03-30T00:00:00-06:00,,,ft,319.20,UNKNOWN,Unknown,319.20,4003,,UNKNOWN,DWR (Manual)
CODWR,149870,2018-03-28T00:00:00-06:00,,,ft,312.60,UNKNOWN,Unknown,312.60,4009,,UNKNOWN,DWR (Manual)
CODWR,149870,2019-03-31T00:00:00-06:00,,,ft,310.20,UNKNOWN,Unknown,310.20,4012,,UNKNOWN,DWR (Manual)
CODWR,149870,2020-03-31T00:00:00-06:00,,,ft,308.80,UNKNOWN,Unknown,308.80,4013,,UNKNOWN,DWR (Manual)
CODWR,149870,2021-03-30T00:00:00-06:00,,,ft,306.40,UNKNOWN,Unknown,306.40,4016,,UNKNOWN,DWR (Manual)
CODWR,149870,2022-03-26T00:00:00-06:00,,,ft,308.60,UNKNOWN,Unknown,308.60,4013,,UNKNOWN,DWR (Manual)
CODWR,149918,2011-01-04T00:00:00-07:00,,,ft,186.80,UNKNOWN,Unknown,186.80,4073,,UNKNOWN,DWR (Manual)
CODWR,149918,2012-02-06T00:00:00-07:00,,,ft,186.20,UNKNOWN,Unknown,186.20,4074,,UNKNOWN,DWR (Manual)
CODWR,149918,2013-02-26T00:00:00-07:00,,,ft,191.30,UNKNOWN,Unknown,191.30,4069,,UNKNOWN,DWR (Manual)
CODWR,149918,2014-02-28T00:00:00-07:00,,,ft,193.20,UNKNOWN,Unknown,193.20,4067,,UNKNOWN,DWR (Manual)
CODWR,149918,2014-12-18T00:00:00-07:00,,,ft,194.60,UNKNOWN,Unknown,194.60,4065,,UNKNOWN,DWR (Manual)
CODWR,149918,2017-03-12T00:00:00-07:00,,,ft,196.20,UNKNOWN,Unknown,196.20,4064,,UNKNOWN,DWR (Manual)
CODWR,149918,2018-03-28T00:00:00-06:00,,,ft,196.20,UNKNOWN,Unknown,196.20,4064,,UNKNOWN,DWR (Manual)
CODWR,149918,2019-03-31T00:00:00-06:00,,,ft,196.40,UNKNOWN,Unknown,196.40,4064,,UNKNOWN,DWR (Manual)
CODWR,149918,2020-03-31T00:00:00-06:00,,,ft,195.50,UNKNOWN,Unknown,195.50,4065,,UNKNOWN,DWR (Manual)
CODWR,149918,2021-03-30T00:00:00-06:00,,,ft,200.30,UNKNOWN,Unknown,200.30,4060,,UNKNOWN,DWR (Manual)
CODWR,149918,2022-03-26T00:00:00-06:00,,,ft,201.00,UNKNOWN,Unknown,201.00,4059,,UNKNOWN,DWR (Manual)
CODWR,1028,1993-01-27T00:00:00-07:00,,,ft,65.43,UNKNOWN,Unknown,65.43,4251.31,,UNKNOWN,DWR (Manual)
CODWR,1028,1993-12-21T00:00:00-07:00,,,ft,64.54,UNKNOWN,Unknown,64.54,4252.20,,UNKNOWN,DWR (Manual)
CODWR,1028,1995-12-20T00:00:00-07:00,,,ft,64.20,UNKNOWN,Unknown,64.20,4252.54,,UNKNOWN,DWR (Manual)
CODWR,1028,1997-01-18T00:00:00-07:00,,,ft,64.70,UNKNOWN,Unknown,64.70,4252.04,,UNKNOWN,DWR (Manual)
CODWR,1028,1998-01-17T00:00:00-07:00,,,ft,64.93,UNKNOWN,Unknown,64.93,4251.81,,UNKNOWN,DWR (Manual)
CODWR,1028,1999-01-21T00:00:00-07:00,,,ft,64.52,UNKNOWN,Unknown,64.52,4252.22,,UNKNOWN,DWR (Manual)
CODWR,1028,2000-01-19T00:00:00-07:00,,,ft,64.77,UNKNOWN,Unknown,64.77,4251.97,,UNKNOWN,DWR (Manual)
CODWR,1028,2000-12-28T00:00:00-07:00,,,ft,64.95,UNKNOWN,Unknown,64.95,4251.79,,UNKNOWN,DWR (Manual)
CODWR,1028,2003-01-23T00:00:00-07:00,,,ft,64.98,UNKNOWN,Unknown,64.98,4251.76,,UNKNOWN,DWR (Manual)
CODWR,1028,2004-01-29T00:00:00-07:00,,,ft,65.12,UNKNOWN,Unknown,65.12,4251.62,,UNKNOWN,DWR (Manual)
CODWR,1028,2004-12-21T00:00:00-07:00,,,ft,65.30,UNKNOWN,Unknown,65.30,4251.44,,UNKNOWN,DWR (Manual)
CODWR,1028,2018-03-28T00:00:00-06:00,,,ft,59.00,UNKNOWN,Unknown,59.00,4257.74,,UNKNOWN,DWR (Manual)
CODWR,1028,2019-03-21T00:00:00-06:00,,,ft,59.30,UNKNOWN,Unknown,59.30,4257.44,,UNKNOWN,DWR (Manual)
CODWR,1028,2020-03-26T00:00:00-06:00,,,ft,59.20,UNKNOWN,Unknown,59.20,4257.54,,UNKNOWN,DWR (Manual)
CODWR,1028,2021-03-30T00:00:00-06:00,,,ft,58.50,UNKNOWN,Unknown,58.50,4258.24,,UNKNOWN,DWR (Manual)
CODWR,1028,2022-03-27T00:00:00-06:00,,,ft,59.90,UNKNOWN,Unknown,59.90,4256.84,,UNKNOWN,DWR (Manual)
CODWR,999,1993-01-28T00:00:00-07:00,,,ft,195.06,UNKNOWN,Unknown,195.06,4063.68,,UNKNOWN,DWR (Manual)
CODWR,999,1994-01-13T00:00:00-07:00,,,ft,194.90,UNKNOWN,Unknown,194.90,4063.84,,UNKNOWN,DWR (Manual)
CODWR,999,1995-01-14T00:00:00-07:00,,,ft,195.63,UNKNOWN,Unknown,195.63,4063.11,,UNKNOWN,DWR (Manual)
CODWR,999,1995-12-21T00:00:00-07:00,,,ft,195.60,UNKNOWN,Unknown,195.60,4063.14,,UNKNOWN,DWR (Manual)
CODWR,999,1997-01-14T00:00:00-07:00,,,ft,195.60,UNKNOWN,Unknown,195.60,4063.14,,UNKNOWN,DWR (Manual)
CODWR,999,1998-01-16T00:00:00-07:00,,,ft,196.64,UNKNOWN,Unknown,196.64,4062.10,,UNKNOWN,DWR (Manual)
CODWR,999,1999-01-21T00:00:00-07:00,,,ft,195.80,UNKNOWN,Unknown,195.80,4062.94,,UNKNOWN,DWR (Manual)
CODWR,999,2000-01-19T00:00:00-07:00,,,ft,197.00,UNKNOWN,Unknown,197.00,4061.74,,UNKNOWN,DWR (Manual)
CODWR,999,2000-12-28T00:00:00-07:00,,,ft,198.12,UNKNOWN,Unknown,198.12,4060.62,,UNKNOWN,DWR (Manual)
CODWR,999,2001-12-27T00:00:00-07:00,,,ft,199.48,UNKNOWN,Unknown,199.48,4059.26,,UNKNOWN,DWR (Manual)
CODWR,999,2002-12-23T00:00:00-07:00,,,ft,199.32,UNKNOWN,Unknown,199.32,4059.42,,UNKNOWN,DWR (Manual)
CODWR,999,2008-01-08T00:00:00-07:00,,,ft,215.05,UNKNOWN,Unknown,215.05,4043.69,,UNKNOWN,DWR (Manual)
CODWR,999,2009-04-12T00:00:00-06:00,,,ft,215.01,UNKNOWN,Unknown,215.01,4043.73,,UNKNOWN,DWR (Manual)
CODWR,999,2010-02-06T00:00:00-07:00,,,ft,205.20,UNKNOWN,Unknown,205.20,4053.54,,UNKNOWN,DWR (Manual)
CODWR,999,2017-03-13T00:00:00-06:00,,,ft,213.80,UNKNOWN,Unknown,213.80,4044.94,,UNKNOWN,DWR (Manual)
CODWR,999,2018-03-28T00:00:00-06:00,,,ft,198.90,UNKNOWN,Unknown,198.90,4059.84,,UNKNOWN,DWR (Manual)
CODWR,999,2019-03-31T00:00:00-06:00,,,ft,203.60,UNKNOWN,Unknown,203.60,4055.14,,UNKNOWN,DWR (Manual)
CODWR,999,2020-03-31T00:00:00-06:00,,,ft,202.10,UNKNOWN,Unknown,202.10,4056.64,,UNKNOWN,DWR (Manual)
CODWR,999,2021-03-30T00:00:00-06:00,,,ft,200.70,UNKNOWN,Unknown,200.70,4058.04,,UNKNOWN,DWR (Manual)
CODWR,999,2022-03-26T00:00:00-06:00,,,ft,201.50,UNKNOWN,Unknown,201.50,4057.24,,UNKNOWN,DWR (Manual)
CODWR,981,1993-04-15T00:00:00-06:00,,,ft,122.58,UNKNOWN,Unknown,122.58,4054.09,,UNKNOWN,USGS
CODWR,981,1993-12-21T00:00:00-07:00,,,ft,122.54,UNKNOWN,Unknown,122.54,4054.13,,UNKNOWN,DWR (Manual)
CODWR,981,1995-01-15T00:00:00-07:00,,,ft,122.67,UNKNOWN,Unknown,122.67,4054.00,,UNKNOWN,DWR (Manual)
CODWR,981,1997-01-18T00:00:00-07:00,,,ft,122.70,UNKNOWN,Unknown,122.70,4053.97,,UNKNOWN,DWR (Manual)
CODWR,981,1998-01-16T00:00:00-07:00,,,ft,122.60,UNKNOWN,Unknown,122.60,4054.07,,UNKNOWN,DWR (Manual)
CODWR,981,2008-03-08T00:00:00-07:00,,,ft,134.11,UNKNOWN,Unknown,134.11,4042.56,,UNKNOWN,DWR (Manual)
CODWR,981,2009-04-10T00:00:00-06:00,,,ft,136.05,UNKNOWN,Unknown,136.05,4040.62,,UNKNOWN,DWR (Manual)
CODWR,981,2010-02-12T00:00:00-07:00,,,ft,119.05,UNKNOWN,Unknown,119.05,4057.62,,UNKNOWN,DWR (Manual)
CODWR,981,2011-01-03T00:00:00-07:00,,,ft,118.44,UNKNOWN,Unknown,118.44,4058.23,,UNKNOWN,DWR (Manual)
CODWR,981,2012-02-06T00:00:00-07:00,,,ft,117.90,UNKNOWN,Unknown,117.90,4058.77,,UNKNOWN,DWR (Manual)
CODWR,981,2013-02-26T00:00:00-07:00,,,ft,120.50,UNKNOWN,Unknown,120.50,4056.17,,UNKNOWN,DWR (Manual)
CODWR,981,2014-02-25T00:00:00-07:00,,,ft,121.00,UNKNOWN,Unknown,121.00,4055.67,,UNKNOWN,DWR (Manual)
CODWR,981,2014-12-18T00:00:00-07:00,,,ft,120.60,UNKNOWN,Unknown,120.60,4056.07,,UNKNOWN,DWR (Manual)
CODWR,981,2017-03-23T00:00:00-06:00,,,ft,120.80,UNKNOWN,Unknown,120.80,4055.87,,UNKNOWN,DWR (Manual)
CODWR,981,2018-03-27T00:00:00-06:00,,,ft,118.40,UNKNOWN,Unknown,118.40,4058.27,,UNKNOWN,DWR (Manual)
CODWR,981,2019-03-21T00:00:00-06:00,,,ft,118.00,UNKNOWN,Unknown,118.00,4058.67,,UNKNOWN,DWR (Manual)
CODWR,981,2020-03-26T00:00:00-06:00,,,ft,121.80,UNKNOWN,Unknown,121.80,4054.87,,UNKNOWN,DWR (Manual)
CODWR,981,2021-03-29T00:00:00-06:00,,,ft,124.50,UNKNOWN,Unknown,124.50,4052.17,,UNKNOWN,DWR (Manual)
CODWR,981,2022-03-27T00:00:00-06:00,,,ft,122.10,UNKNOWN,Unknown,122.10,4054.57,,UNKNOWN,DWR (Manual)
CODWR,984,1993-01-26T00:00:00-07:00,,,ft,121.70,UNKNOWN,Unknown,121.70,3790.18,,UNKNOWN,DWR (Manual)
CODWR,984,1993-12-21T00:00:00-07:00,,,ft,121.92,UNKNOWN,Unknown,121.92,3789.96,,UNKNOWN,DWR (Manual)
CODWR,984,1995-01-15T00:00:00-07:00,,,ft,121.98,UNKNOWN,Unknown,121.98,3789.90,,UNKNOWN,DWR (Manual)
CODWR,984,1995-12-20T00:00:00-07:00,,,ft,122.18,UNKNOWN,Unknown,122.18,3789.70,,UNKNOWN,DWR (Manual)
