site,slope
#1056403,-0.0009553958081027717
#1054301,-0.0015620525531342602
#2406102,0.00032283386782418905
#341010000000000,-0.0008989172148894159
#1052509,-0.0002565014431427839
#1052813,-0.00046679498818007117
#1053101,-0.0014121426325243332
#1054205,-0.0029768254262272104
#1054404,-0.0018659317567960715
#1055406,-0.001828016700160636
#1052406,-0.0010494820920066393
#1054801,-0.0008806286100066559
#1055902,-0.0013965534877592861
#1060604,-0.0005298586699699305
#1061105,-0.0013113565250643944
#1062210,-0.0018340152503776627
#1061107,-0.00045869720484934505
#766,-0.00013861586336518048
#783,-0.00041276823448476146
#782,0.00013133587345573808
#765,-0.0001851627143539484
#777,-0.00017633833573286887
#778,-0.00023935571270903514
#779,-0.0002795719736799849
#780,-0.0002431468478324159
#439401,-0.0021620993516119
#440501,0.0016508558904149324
#448103,0.008370172121500458
#2327207,-0.0006997802426578423
#2317901,0.0006967396223214071
#2311801,-0.00047134893178469445
#2312401,-0.0004134874653833054
#2325401,0.0003328675600316605
#2319304,-0.0010237694808029
#2320401,-0.0007877756765825444
#2320805,-0.00048172910030035154
#2326301,-0.000358923489380502
#2328203,-0.00036902242342054525
#2336201,-0.00038300310569102
#2312402,-0.0015375858080754132
#2334402,-0.000269295648895225
#2317704,-0.00012782334394241708
#2327211,-0.0007119698083308621
#2319601,-0.0008455882671113326
#2312803,-0.0015624039607688139
#2311601,-0.0003290417144508045
#2416901,0.00013572271161681887
#2327601,-0.0008387377979281081
#2327603,-0.000593770723316369
#2317406,0.00030212366174656516
#2325803,0.0009448015119598221
#2326207,-0.00031905040454726155
#2424301,0.00013890046264856612
#2440603,0.0002229452911551577
#2352803,-0.0008614450366812251
#2350506,-0.0011865439972655618
#2342601,-0.0011807450816115157
#2343301,-0.0012723461998624544
#2341501,-0.000841040328335995
#2334903,-0.00037115759406383675
#2357705,-0.0011562971824914201
#2343901,-0.0009711550446718439
#2342301,-0.00023914983529032055
#2352101,-0.0016952018672010145
#2349801,0.0003680156193853444
#2349101,-0.0006103074120962755
#2708301,-0.0003910729447308466
#2341902,-0.0009705559592010152
#2341901,-0.000735154807316063
#2341402,-0.0005028034588470537
#2352701,-0.0007802662905303536
#2456501,-0.0009400267063488525
#2344702,-0.0010474770199522324
#2335801,0.0001787351276528867
#2802102,-0.0007821376235901695
#2335704,-0.0006697472744541166
#2448302,-0.000551723936467876
#2341401,-0.0006012179277792608
#2358503,-0.0018334539910782994
#2341302,-0.00030155510764049917
#2341301,-0.0009598438022127877
#2343502,-0.00022204358247629626
#2748904,-0.0030206403202635316
#2756202,-0.0015029396765601152
#2851701,-0.0015773815824543305
#2858103,-0.0009971196379994084
#2849402,-0.0016392163276334644
#2825901,-0.0007454948217042047
#2858304,-0.00354957238932457
#2842705,0.0003076372207946026
#2825801,-0.0009555984297691051
#2739903,-0.00029387196367295065
#2827704,0.0007611611313377382
#2850504,0.0004961468779980938
#2747307,-0.00042968266995933304
#2849202,-0.009523586601310311
#2858102,-0.0014843920639550246
#2764602,-0.002836963939350401
#2764901,0.00012813555085919043
#4515201,0.001065541864962164
#4507421,9.33253262410047e-05
#357501,-0.0029330778707547245
#610102,-0.0008192757026174655
#359809,-0.001416911109752254
#601603,-0.0014807818499312786
#609401,-0.0002484402655311066
#708702,0.0032478308124260884
#602903,-0.0011656112012241975
#411739000000000,0.0004546000354871413
#405632000000000,0.0005914464141282926
#402946000000000,0.0005291797476115918
#410943000000000,-8.619232586881577e-05
#414413000000000,0.0001959009222106084
#413253000000000,0.0003270320636146966
#413455000000000,-0.0003486661917352649
#413813000000000,0.0031117311458702343
#415532000000000,0.0003462668360352447
#420530000000000,-0.0009468473531953683
#422849000000000,0.0003921446759691102
#423148000000000,0.0011587717993518213
#423730000000000,0.0008984769255184184
#405129000000000,0.0002225189296068558
#404513000000000,0.0015214319151084996
#404618000000000,0.0003384907865252671
#405445000000000,-7.656421110758784e-05
#405744000000000,0.0002936684089217649
#410312000000000,-0.00031608928524971055
#410102000000000,0.0003990461176762652
#403903000000000,0.0004864951417088738
#403309000000000,0.0006795222263729025
#403326000000000,0.0006380221037042624
#405921000000000,0.001007197563901306
#410538000000000,0.0009543845482451506
#413324000000000,0.00022476051094559455
#411817000000000,0.0002662513898193296
#410154000000000,0.0004604908531579818
#404129000000000,0.00048407407488379635
#420904000000000,-0.0004484835824135113
#421210000000000,-0.0004962479474012545
#421505000000000,-0.0007532387010875265
#422150000000000,-0.0001857011402154556
#410836000000000,0.0003281022937514442
#411738000000000,0.0003401637363944812
#421519000000000,0.0006974371217637846
#411711000000000,0.0011380719775499924
#404717000000000,-0.00018805285326242629
#405315000000000,0.0008495768638466931
#415559000000000,0.00025340662300558204
#405406000000000,0.001252822275653462
#400155000000000,9.588978811766877e-05
#405732000000000,0.0007630444070739701
#410250000000000,0.00022126159495622182
#403855000000000,0.0007632482284327252
#404001000000000,0.0004765438714212783
#404949000000000,-0.0003723916124528087
#401919000000000,-0.00015508326821149845
#410618000000000,0.0005405016218918318
#420500000000000,0.0007675080516549508
#405305000000000,0.0009121388233516489
#401837000000000,0.0007809407328871589
#403952000000000,0.000683859700846173
#414518000000000,0.00023610013554694963
#413156000000000,0.0016846557617553406
#413216000000000,0.0010563243692514204
#405137000000000,0.00022921498132359372
#402236000000000,0.00041697506704937645
#402103000000000,0.0005811936473263408
#413549000000000,0.0015836224965714444
#3E+14,0.004164019889832113
#451501,-0.0019871389686848804
#348906,0.0010791723082534187
#442102,-0.0013459363129478125
#340904,-0.001041374488028754
#452101,-0.0009821465173383134
#450201,-0.0007683866717649104
#436501,0.0079341933237642
#442201,-0.005122756546471217
#348601,0.012530911127562563
#441105,-0.00334779492274484
#443402,-0.0027007572899916156
#1771,-0.0020339815170190845
#5385,0.00030244098609612984
#5600,-0.001115673842780579
#2644,-0.00010726223785560517
#3348,0.00017688244452865667
#1675,-0.0009275679010911216
#2325,-0.00018692608127752946
#1421,-0.0007791203502064735
#1354,-0.0021070978109018704
#1316,-0.0021436517790358114
#14,0.00019349649242252808
#1246,-0.0010772891875261447
#1362,-0.0019990511177845308
#1536,-0.0008392520213009059
#3257,-0.0006863151622274557
#754404,-0.00045950773648402617
#1034404,-0.002282052541002298
#1042202,-0.0006306025824285178
#1035603,-0.0014778831258782429
#1044204,-0.0015776117919433959
#1017804,-0.0011757005244047505
#1018602,0.00021529268894051636
#1019802,-0.0003282883683608309
#1026603,-0.0009068269139990738
#1033902,-0.001062283480406911
#1034102,-0.0018634816017709145
#1035802,-0.0012902759866984404
#1036602,-0.001259926686929187
#1036703,-0.000748884871601456
#1042104,-0.0006436924932157664
#1042302,-0.0006975741745470308
#1042506,-0.002566536835670017
#1019602,-0.0010135698924248742
#1026502,-0.0008873908217300296
#1026802,-0.00151866737377504
#1027104,-0.0009468620864589751
#1028103,-0.0020010770997401298
#1028501,-0.002148523187580586
#1033803,-0.0006000442681692204
#1034403,-0.0008966204022426566
#1034603,-0.0014150399215184847
#1018204,0.0001271109060087816
#1019301,0.00039382664220419597
#1020201,-0.0001823704740170854
#1026102,-0.0005405143889771098
#1035306,-0.0031627894137387716
#1044203,-0.0010942116324300834
#1020402,-0.0005639084024065891
#1036102,-0.0018040170319173852
#1034802,-0.000745882891940948
#1027501,-0.0014131886520004633
#1025402,0.00012782307728827907
#940201,-0.0006780759172903775
#1041209,-0.0008003417130463854
#1041403,-0.0006298510592835128
#1028202,-0.0007488297824975593
#1018504,5.8831001293334004e-05
#1033802,-0.000773935455967139
#1025301,6.201826333695169e-05
#1033103,-0.000468260611992434
#503,-0.0009601789887170782
#514,-0.001133918876236234
#1075,-0.0009791145159695445
#1058,-0.0011834918981889165
#463,-0.0010170553827636587
#464,-0.0011197984392009065
#465,-0.001086509370359607
#467,-0.0014377987330058527
#468,-0.001436454779243125
#470,-0.0008114414886537021
#472,-0.0015264280213616865
#473,-0.001997471925452396
#475,-0.0012325687972349897
#469,-0.0017183150920768407
#439,-0.0012058686398531597
#481,-0.001215480104151719
#483,-0.0009505547391183847
#486,-0.0010175441279023914
#438,-0.001345969736583164
#440,-0.0008256541626952361
#441,-0.00042968620563040624
#437,-0.0018514791349508574
#442,-0.0008701778179574828
#443,-0.001953796612782551
#445,-0.0016654294422696666
#446,-0.0022485720357578037
#449,-0.0010100278502859165
#452,-0.0009403593175395224
#457,-0.000731470213229583
#460,-0.0011084425385363373
#1072,-0.0010971649824894
#1067,-0.0010753099744806455
#454,-0.0010843916023992439
#462,-0.001323744866275998
#1057,-0.0009010564442011801
#471,-0.0007761419735408774
#1066,-0.0016254923123221274
#453,-0.001298105887395538
#455,-0.0009916726889912268
#456,-0.001302578610914762
#1073,-0.0009303654948386187
#494,-0.0009603437612989204
#1074,-0.0012924712718142056
#1068,-0.000796246072367883
#479,-0.0006248279221893974
#756307,-0.0005304030638236673
#756501,-0.0006673180053430039
#625501,-0.00019211033781947953
#962,0.0004976134268379773
#657535,-0.00034879927598761157
#658601,-0.0003266061101151643
#659307,-0.0006041048574654994
#657716,-0.00029133582530505714
#763301,-0.00023954329454269584
#764202,-0.00023200060824130064
#764422,-0.0003095842298929258
#764507,-0.00029964431653468557
#1109838,9.74006376103162e-05
#1007301,-0.00013559160616606267
#1008405,-0.00016407827865106556
#1101802,-0.00020613084403372638
#1109601,7.781953488995158e-05
#1110402,3.469446951953614e-18
#1110506,7.770036577963227e-05
#1110512,9.242477047401165e-06
#657202,-0.00022216618223609014
#1111927,0.0001461789566530279
#658403,-0.00041252673319604194
#1111801,0.00011022957996582872
#1111709,0.00031738224170145806
#608201,-0.0007268939929274132
#608501,-0.0002876575900402252
#460801,4.412866612669292e-05
#520203,9.218679435027561e-05
#364502,-0.001320385596693896
#511901,-0.0003406631405043839
#459701,0.0001777631697795455
#418,-0.000947317954588689
#419,-0.000782389542678126
#422,-0.0009592717226134771
#1012,-0.0004291280509116594
#417,-0.0006789913503840415
#429,-0.0006292681250484652
#430,0.00022266662337300062
#431,-0.0009960397501220658
#433,0.000609858157189223
#247609,-0.0014408726205113395
#248901,-0.0022558395207280396
#256601,-0.003157998068569312
#256709,-0.002254979481125321
#333101,-0.0015783903379049634
#333504,-0.0034056704017012274
#341801,-0.0011731370863515712
#335903,0.0026695102220914346
#255301,-0.0025245233672553866
#248102,-0.003776784770075153
#335101,-0.0030871301285065873
#256201,-0.001597520277351675
#349401,-0.0015952051849488936
#350601,-0.0034977493409179966
#357602,-0.005999024678222434
#4E+14,0.0002893021129724572
#1135209,-0.00023337942746295276
#1117105,0.00031149209325384564
#1133201,-0.00040738326662171503
#1133502,-0.0008462465582232473
#1134601,-0.00025203656975753344
#1134801,-0.0008603217170492609
#1134807,-0.00038509694817524115
#1135305,-0.0002715518451592916
#1142505,-0.000744937765312011
#1125403,-0.00037967821932784196
#1136801,0.0006451977726602918
#1137112,-9.739292135755792e-05
#1143306,-0.000330956380252663
#1143501,-0.00030342774654988636
#1144401,-0.00041988969301139795
#1136402,0.00013638480649941914
#1133103,-0.0017566207168196474
#1128501,-0.00020403309582583615
#1141404,-0.0013743436981510909
#1126403,0.0
#1126501,-0.00021328475448067694
#1126508,-0.0001745916381869668
#2462901,-0.00021644941599443385
#2463202,-0.0018610050499583853
#2707201,-0.0002461765886149943
#2705101,-0.000394123388267352
#2707301,-0.0008515028722028278
#2705201,-0.0012018713013674798
#2447301,-0.0008992776433413303
#2462701,-0.0005508866522901945
#2463201,-0.0007836175009893883
#2447601,-0.0005327290763182391
#2440701,0.0014972535545052824
#2447402,-0.001535943607295918
#2446303,-0.0009908288994128715
#2445602,-0.00036778906161597305
#2445501,-0.0005953712834426139
#2462601,-0.00027454560258377683
#2460302,-0.0011350031133964752
#2445902,-0.0007339227559868648
#2454301,-0.00031226286556433613
#2464101,-0.0006821395866769531
#2439904,-0.0007424643833474198
#2447501,-0.0005486515535006072
#2447201,-0.0006845794205953548
#2446802,0.0001232460041178489
#2456403,-0.001036492564739423
#2454101,-0.00022653050795800808
#2453902,-0.0002445686401327078
#2453901,-0.00017687671714801748
#347,-0.003253212418223711
#637,-0.0003700373987652809
#650,-0.00038570296017207545
#631,-0.00021453021341402527
#632,-0.00047244474888988655
#394,-0.000848624454746116
#654,-0.0009300095617328849
#655,-0.0008237966327531918
#741,-0.0008221500794309833
#398,-0.0026705589026346614
#698,-0.0006124749574766054
#699,-0.0006820561525898768
#700,-0.0006433500476274289
#651,-0.0009036801525057689
#737,-0.00047141863070720384
#740,-0.000800793471921599
#660,0.0007264183518537626
#405,-0.001806924084366814
#739,-0.0006513770821549793
#539408,-0.00021913618441806522
#544305,-0.000143565003531472
#553102,-0.0005937378343183645
#545305,-0.00035726111209952345
#538408,-0.0007087511046542424
#2449303,-0.00031836398085149237
#2459301,-0.0010792752027070605
#2451602,-0.0013569723386127833
#2449101,-0.0002920196741521622
#2458601,-0.001172735722978411
#2457502,-0.0006494335857991848
#2459801,-0.0005880937664728622
#2556901,0.0009025861585524479
#2451701,-0.002131827115543867
#2556201,0.0017958385216600044
#2459201,-0.0009328366158976413
#2458101,-0.0007309814579419746
#2457802,-0.000816779412152302
#2449702,0.001761000546501381
#2450801,-0.00025297296007102676
#2443403,0.00046654016871229857
#2459101,-0.0003337192510792855
#2451201,-0.0004166180400678398
#2443501,-0.0005424304578630426
#2441804,-0.0009023834401084598
#2556502,-0.0003297180313704195
#2704101,-0.0010195701988412569
#2450402,-0.0013771206313939882
#2548601,-0.0010294184363540543
#2548301,-0.0012091814267741127
#2450203,7.64669419122399e-05
#2449203,-0.000958255665839361
#2457501,-0.0015845293274188259
#2457301,-0.0006919438557880901
#598,-0.0010717809870382866
#674,-0.000639514611015188
#607,-0.001347041752676706
#608,-0.0012424514874144416
#730,-0.0004010272985064114
#731,-0.000962091895371409
#733,-0.0009076099250444579
#734,-0.0006913929868320907
#707,-0.00020439431087126633
#599,-0.0007759630979240571
#600,0.0022091946761918
#601,-0.0014848626415119668
#604,-0.0012696483580557152
#606,-0.0009875723277499946
#596,-0.0005028763697274875
#605,-0.0007121995603571862
#615,-0.0018195485725628659
#609,-0.0012306529880668745
#610,-0.0012584313170454463
#612,-0.0011038584980803384
#623,-0.0014342743641888814
#675,-0.0006755503453718956
#718,-0.0007278600855159575
#580,-0.0014961699928681769
#688,-0.0003445044669674619
#696,-0.0013297839065226288
#703,0.000450328034259412
#705,-0.00030985248611709016
#721,-0.00056108667820951
#724,-0.0008418143395518716
#725,-0.0010043400860991012
#728,-0.0005616754938326468
#620,-0.0017518177348758018
#625,-0.0005673110933614271
#1076,-0.0007831626145507233
#576,-0.00117308598030015
#577,-0.0006169799393163315
#578,-0.0017200211670790671
#617,-0.0012861261699551587
#618,-0.0017410044391723565
#621,-0.0018773516383884777
#683,-0.0006595913682214275
#680,-0.0005237526877196353
#684,-0.0005755800226278987
#722,-0.0007902320042219527
#723,-0.0006217248534687685
#671,0.00021932906516176562
#704,-0.000280511784241844
#590,-0.0007428993478710896
#592,-0.0005235030484993762
#593,-0.000969069321979257
#594,-0.001116736353028276
#529,-0.000699149883651285
#591,-0.0008823376672136025
#559,-0.0015694124532485863
#560,-0.0012357659475792648
#561,-0.0008683249166154348
#565,-0.0007595160090448439
#566,-0.0007436017894479046
#568,-0.001079652534461406
#569,-0.00042146743232995745
#1082,-0.0014991389092443444
#537,-0.0009982753045092024
#540,-0.0013712566298270338
#544,-0.0007063094529491708
#545,-0.0010153631830532844
#546,0.00028020997622358766
#547,-0.0016667299540991344
#548,-0.0017561152798354872
#551,-0.001262468828280656
#552,-0.0008620604997822308
#553,-0.00046514731462045725
#554,-0.0013083513835866595
#557,-0.0008512171992180679
#538,-0.001152772360622418
#542,-0.0003415537927049638
#549,-0.0010886842793322972
#570,-0.0010343381793960337
#517,-0.002845878174865679
#358,-0.0009200526552707138
#362,-0.0010153779963445707
#382,-0.0014320299148109054
#379,-0.0016074316919350556
#386,-0.002330706177131908
#589,-0.0015660940462815572
#585,-0.001142290823860143
#586,-0.0009814169834949514
#519,-0.005373585421293077
#522,-0.0004706895975739086
#524,-0.0010463510667453706
#525,-0.0010138869281685003
#526,-0.0007065058672530732
#574,-0.000237180421016581
#575,-0.001701433078358715
#583,-0.0007899377165957425
#530,-0.0012878938670838396
#531,-0.0012439899117042226
#532,-0.0009787970692534433
#533,-0.0011121760899771016
#539,-0.0017678668978732895
#1079,-0.0009748727252439238
